Student ID,student_name,gender,grade,school_name,reading_score,math_score,,over
16586,Thomas Brooks,M,10th,Cabrera High School,72,69,,70.5
16587,Ryan Vincent,M,9th,Cabrera High School,74,90,,82
16588,Sarah Barrera,F,10th,Cabrera High School,86,90,,88
16589,Kendra Mills,F,9th,Cabrera High School,89,69,,79
16590,Gina Moore,F,10th,Cabrera High School,83,68,,75.5
16591,Sherry Hicks,F,11th,Cabrera High School,72,83,,77.5
16592,Ryan Macias,M,11th,Cabrera High School,95,98,,96.5
16593,Heidi Grant,F,12th,Cabrera High School,99,85,,92
16594,Frank Washington,M,11th,Cabrera High School,88,95,,91.5
16595,Deborah Galvan,F,10th,Cabrera High School,95,89,,92
16596,Roger Clark,M,10th,Cabrera High School,93,93,,93
16597,Andrew Meyer,M,11th,Cabrera High School,99,78,,88.5
16598,Derek Martin,M,9th,Cabrera High School,99,97,,98
16599,Gina Warren,F,11th,Cabrera High School,80,77,,78.5
16600,Crystal Jenkins,F,11th,Cabrera High School,69,82,,75.5
16601,David Gonzales,M,10th,Cabrera High School,76,99,,87.5
16602,Shannon Hardy,F,12th,Cabrera High School,91,84,,87.5
16603,Shannon Caldwell,M,9th,Cabrera High School,85,90,,87.5
16604,Brandon Brown,M,9th,Cabrera High School,78,77,,77.5
16605,Catherine Weaver,F,11th,Cabrera High School,83,72,,77.5
16606,Bryan Brown,M,10th,Cabrera High School,79,85,,82
16607,Joseph Compton,M,11th,Cabrera High School,72,85,,78.5
16608,Kim Cook,F,11th,Cabrera High School,79,89,,84
16609,Jennifer Barton,F,10th,Cabrera High School,78,69,,73.5
16610,Dr. Monica Gonzalez,F,9th,Cabrera High School,82,82,,82
16611,Barbara Ware,F,11th,Cabrera High School,71,82,,76.5
16612,Jessica Castaneda,F,12th,Cabrera High School,75,86,,80.5
16613,Kim Vazquez,F,9th,Cabrera High School,87,93,,90
16614,Marcia Lewis,F,12th,Cabrera High School,71,90,,80.5
16615,Steve Vaughan,M,9th,Cabrera High School,97,81,,89
16616,Joshua Carter,M,12th,Cabrera High School,71,84,,77.5
16617,Heather Martinez,F,11th,Cabrera High School,82,91,,86.5
16618,Amanda Sanders,F,9th,Cabrera High School,72,71,,71.5
16619,Jeremy Maxwell,M,11th,Cabrera High School,79,80,,79.5
16620,Susan Smith,F,11th,Cabrera High School,96,82,,89
16621,Alexandra Lopez,F,11th,Cabrera High School,83,74,,78.5
16622,Kaitlyn Mosley,F,12th,Cabrera High School,70,90,,80
16623,Katherine Gonzalez,F,11th,Cabrera High School,79,95,,87
16624,Roger Smith,M,12th,Cabrera High School,99,96,,97.5
16625,Tiffany Lindsey,F,10th,Cabrera High School,89,70,,79.5
16626,Angela Chavez,F,9th,Cabrera High School,73,86,,79.5
16627,Gavin Guerra,M,9th,Cabrera High School,70,72,,71
16628,Dan Phillips,M,12th,Cabrera High School,89,99,,94
16629,Amy Holmes,F,9th,Cabrera High School,71,90,,80.5
16630,Chad Gallagher,M,12th,Cabrera High School,92,79,,85.5
16631,Tyler Wilson,M,11th,Cabrera High School,85,72,,78.5
16632,Scott Barnett,M,11th,Cabrera High School,82,83,,82.5
16633,Miss Jennifer Moore,F,9th,Cabrera High School,93,86,,89.5
16634,Jacqueline Haney,F,11th,Cabrera High School,91,89,,90
16635,Linda Hill,F,11th,Cabrera High School,82,85,,83.5
16636,Heather Ramirez,F,12th,Cabrera High School,75,74,,74.5
16637,Bobby Bailey,M,9th,Cabrera High School,90,87,,88.5
16638,Justin Sanchez,M,11th,Cabrera High School,98,70,,84
16639,Briana Williams,F,12th,Cabrera High School,74,71,,72.5
16640,Jennifer Wallace,F,11th,Cabrera High School,87,95,,91
16641,Crystal Fisher,F,9th,Cabrera High School,80,94,,87
16642,Laura Baxter,F,9th,Cabrera High School,85,84,,84.5
16643,Terry Richardson,M,10th,Cabrera High School,92,91,,91.5
16644,Elizabeth Wilson,F,10th,Cabrera High School,81,83,,82
16645,Franklin Randolph,M,10th,Cabrera High School,91,82,,86.5
16646,Victor Coleman,M,9th,Cabrera High School,90,75,,82.5
16647,Caleb Fuentes,M,9th,Cabrera High School,74,75,,74.5
16648,Sheila Mccullough,F,9th,Cabrera High School,79,70,,74.5
16649,Diana Weber,F,11th,Cabrera High School,83,75,,79
16650,Tamara Romero,F,12th,Cabrera High School,96,71,,83.5
16651,Brandy Munoz,F,12th,Cabrera High School,89,72,,80.5
16652,Amanda Gomez,F,9th,Cabrera High School,87,77,,82
16653,Jennifer Craig,F,11th,Cabrera High School,89,91,,90
16654,Sarah Romero,F,10th,Cabrera High School,73,98,,85.5
16655,Patrick Thomas,M,12th,Cabrera High School,92,93,,92.5
16656,Alicia Davis,F,12th,Cabrera High School,98,92,,95
16657,Ashley Hall,F,11th,Cabrera High School,81,72,,76.5
16658,Donna Camacho,F,10th,Cabrera High School,70,96,,83
16659,Elizabeth Hicks,F,10th,Cabrera High School,81,98,,89.5
16660,Stacy Hawkins,F,9th,Cabrera High School,72,69,,70.5
16661,Mark Torres,M,9th,Cabrera High School,92,82,,87
16662,Ethan Moreno,M,11th,Cabrera High School,86,69,,77.5
16663,Timothy Carr,M,10th,Cabrera High School,92,93,,92.5
16664,Angela Smith,F,9th,Cabrera High School,74,79,,76.5
16665,Crystal Watson DVM,F,12th,Cabrera High School,82,80,,81
16666,John Mathews,M,10th,Cabrera High School,70,85,,77.5
16667,Robert Williams,M,10th,Cabrera High School,83,77,,80
16668,Sean George,M,11th,Cabrera High School,70,88,,79
16669,Nicole Wilkinson,F,12th,Cabrera High School,86,98,,92
16670,Christian Lee,M,10th,Cabrera High School,71,85,,78
16671,Justin Erickson,M,12th,Cabrera High School,83,99,,91
16672,Angel Morris,M,11th,Cabrera High School,99,96,,97.5
16673,Heather Reynolds,F,12th,Cabrera High School,86,90,,88
16674,Brent Nguyen,M,9th,Cabrera High School,90,99,,94.5
16675,Douglas Stephens,M,9th,Cabrera High School,96,69,,82.5
16676,Daniel Dunn,M,12th,Cabrera High School,71,76,,73.5
16677,Joy Harper,F,12th,Cabrera High School,75,82,,78.5
16678,Mark Kennedy,M,9th,Cabrera High School,84,85,,84.5
16679,Carly Good,F,9th,Cabrera High School,98,76,,87
16680,Kent Bolton,M,11th,Cabrera High School,72,98,,85
16681,Amanda Walker,F,10th,Cabrera High School,95,99,,97
16682,Sabrina Allen,F,11th,Cabrera High School,99,93,,96
16683,Bradley Flores,M,11th,Cabrera High School,72,96,,84
16684,Karl Rivera,M,9th,Cabrera High School,90,69,,79.5
16685,Rebecca Austin,F,9th,Cabrera High School,69,82,,75.5
16686,Laura Horton,F,11th,Cabrera High School,93,88,,90.5
16687,Jacqueline Bolton,F,12th,Cabrera High School,71,71,,71
16688,Stacey Tyler,F,11th,Cabrera High School,73,72,,72.5
16689,Heather Boyd,F,11th,Cabrera High School,88,88,,88
16690,Brianna Martinez,F,10th,Cabrera High School,84,82,,83
16691,Daniel Small,M,12th,Cabrera High School,90,76,,83
16692,Laura Mckinney,F,12th,Cabrera High School,85,88,,86.5
16693,Kelly Brown,F,10th,Cabrera High School,98,95,,96.5
16694,Jon Hall,M,11th,Cabrera High School,84,89,,86.5
16695,Brandi Waters,F,11th,Cabrera High School,78,69,,73.5
16696,Kevin Smith,M,11th,Cabrera High School,71,97,,84
16697,Jennifer Santos,F,9th,Cabrera High School,97,96,,96.5
16698,Adam Rasmussen,M,11th,Cabrera High School,90,90,,90
16699,Susan Cameron,F,10th,Cabrera High School,83,86,,84.5
16700,Jennifer Tucker,F,11th,Cabrera High School,85,68,,76.5
16701,Tammy Shannon,F,12th,Cabrera High School,97,94,,95.5
16702,Cameron Spears,M,12th,Cabrera High School,72,89,,80.5
16703,Brandon Walker,M,12th,Cabrera High School,70,85,,77.5
16704,Kara Middleton,F,9th,Cabrera High School,96,74,,85
16705,Christian Murphy,M,11th,Cabrera High School,90,86,,88
16706,Erica Schmidt,F,9th,Cabrera High School,89,81,,85
16707,Diane Francis,F,12th,Cabrera High School,79,94,,86.5
16708,Jose Kim,M,10th,Cabrera High School,72,79,,75.5
16709,Jonathan Mitchell,M,10th,Cabrera High School,94,84,,89
16710,Jason Thomas,M,12th,Cabrera High School,93,84,,88.5
16711,Michael Lee,M,10th,Cabrera High School,90,79,,84.5
16712,Paul Holden,M,9th,Cabrera High School,95,90,,92.5
16713,Sarah Sanders,F,12th,Cabrera High School,70,73,,71.5
16714,Michelle Gonzales,F,9th,Cabrera High School,86,88,,87
16715,Emily Wagner,F,10th,Cabrera High School,93,73,,83
16716,Megan Dean,F,9th,Cabrera High School,82,70,,76
16717,Jennifer Kennedy,F,11th,Cabrera High School,85,90,,87.5
16718,Stephen Thompson,M,10th,Cabrera High School,83,71,,77
16719,Matthew Henderson,M,11th,Cabrera High School,93,69,,81
16720,Connie Wells,F,10th,Cabrera High School,79,98,,88.5
16721,Amanda Zhang,F,11th,Cabrera High School,73,78,,75.5
16722,Angela Kennedy,F,12th,Cabrera High School,95,88,,91.5
16723,Dana Kemp,F,12th,Cabrera High School,87,82,,84.5
16724,Joseph Rose,M,12th,Cabrera High School,71,91,,81
16725,Laura Meza,F,11th,Cabrera High School,93,97,,95
16726,Amy Fletcher,F,9th,Cabrera High School,94,84,,89
16727,Jonathan Gonzalez,M,10th,Cabrera High School,74,74,,74
16728,Savannah Burns,F,11th,Cabrera High School,98,80,,89
16729,Suzanne Edwards DDS,F,9th,Cabrera High School,70,82,,76
16730,Mary Harrison,F,9th,Cabrera High School,82,70,,76
16731,Robert Johnson,M,12th,Cabrera High School,84,82,,83
16732,Thomas Johnson,M,12th,Cabrera High School,79,72,,75.5
16733,Mark Church,M,11th,Cabrera High School,93,91,,92
16734,Richard Reynolds,M,9th,Cabrera High School,98,72,,85
16735,Adam Smith,M,11th,Cabrera High School,99,79,,89
16736,Natasha Dean,F,9th,Cabrera High School,70,95,,82.5
16737,Jeremy Price,M,9th,Cabrera High School,97,73,,85
16738,Lauren Johnson,F,11th,Cabrera High School,82,72,,77
16739,Kayla Wilson,F,11th,Cabrera High School,75,80,,77.5
16740,Juan Fuller,M,9th,Cabrera High School,77,94,,85.5
16741,Robin Gonzalez,F,11th,Cabrera High School,87,94,,90.5
16742,Jesus Washington,M,12th,Cabrera High School,69,99,,84
16743,Mark Meyer,M,9th,Cabrera High School,83,85,,84
16744,Lance Brown DVM,M,9th,Cabrera High School,71,85,,78
16745,Brittany Alvarado,F,9th,Cabrera High School,72,71,,71.5
16746,Elizabeth Russell,F,11th,Cabrera High School,82,95,,88.5
16747,Diana Baker,F,11th,Cabrera High School,87,81,,84
16748,Stephen Singleton,M,9th,Cabrera High School,73,77,,75
16749,Heather Miller,F,12th,Cabrera High School,76,89,,82.5
16750,Elizabeth Duffy,F,12th,Cabrera High School,89,81,,85
16751,Crystal Montgomery,F,9th,Cabrera High School,82,85,,83.5
16752,Stephen Oconnor,M,11th,Cabrera High School,85,81,,83
16753,Carlos Acosta,M,9th,Cabrera High School,71,93,,82
16754,Dakota Oneal,M,11th,Cabrera High School,82,80,,81
16755,Stacey Miller,F,11th,Cabrera High School,85,93,,89
16756,Olivia Taylor DDS,F,11th,Cabrera High School,91,72,,81.5
16757,Carolyn Oliver,F,12th,Cabrera High School,80,69,,74.5
16758,Andrea Downs,F,10th,Cabrera High School,79,84,,81.5
16759,Sandra Myers,F,11th,Cabrera High School,82,70,,76
16760,Darlene Kelly,F,10th,Cabrera High School,89,76,,82.5
16761,Deanna Brown,F,10th,Cabrera High School,91,74,,82.5
16762,Desiree Fleming,F,11th,Cabrera High School,94,94,,94
16763,Ruben Lambert,M,10th,Cabrera High School,72,72,,72
16764,Adriana Brown,F,11th,Cabrera High School,78,90,,84
16765,Jennifer Jones,F,10th,Cabrera High School,82,93,,87.5
16766,Hannah Campbell,F,12th,Cabrera High School,85,98,,91.5
16767,Jennifer Chavez,F,11th,Cabrera High School,77,70,,73.5
16768,Jackie Santiago,F,12th,Cabrera High School,80,68,,74
16769,Cody Duffy,M,10th,Cabrera High School,93,91,,92
16770,Thomas Carter,M,10th,Cabrera High School,71,90,,80.5
16771,Joseph Sanchez,M,10th,Cabrera High School,72,91,,81.5
16772,Phyllis Thomas,F,12th,Cabrera High School,91,94,,92.5
16773,Douglas Obrien,M,11th,Cabrera High School,87,81,,84
16774,Kenneth Richards,M,12th,Cabrera High School,73,85,,79
16775,Jeremy Howard,M,10th,Cabrera High School,76,94,,85
16776,Matthew Baker,M,9th,Cabrera High School,87,91,,89
16777,Edwin Ross,M,12th,Cabrera High School,97,92,,94.5
16778,David Reynolds,M,11th,Cabrera High School,89,71,,80
16779,Edwin Peterson,M,10th,Cabrera High School,72,80,,76
16780,Patricia Vazquez,F,12th,Cabrera High School,99,92,,95.5
16781,Jason Walters,M,10th,Cabrera High School,79,70,,74.5
16782,Micheal Smith,M,10th,Cabrera High School,79,78,,78.5
16783,Kelly Schneider,F,11th,Cabrera High School,86,81,,83.5
16784,Austin Salazar,M,12th,Cabrera High School,87,85,,86
16785,Nancy Carey,F,11th,Cabrera High School,76,82,,79
16786,Ricky Roberts,M,12th,Cabrera High School,72,97,,84.5
16787,Mrs. Lauren Lewis,F,12th,Cabrera High School,74,68,,71
16788,Damon Brown,M,9th,Cabrera High School,80,69,,74.5
16789,Kevin Huynh,M,11th,Cabrera High School,93,76,,84.5
16790,Jose Martin,M,11th,Cabrera High School,87,93,,90
16791,Abigail Casey,F,11th,Cabrera High School,99,87,,93
16792,David Wilson,M,12th,Cabrera High School,84,78,,81
16793,Gregory Mcclure,M,11th,Cabrera High School,92,78,,85
16794,Susan Wilson,F,11th,Cabrera High School,82,71,,76.5
16795,Patrick Mitchell,M,12th,Cabrera High School,79,74,,76.5
16796,James Wright,M,12th,Cabrera High School,95,99,,97
16797,William Smith,M,12th,Cabrera High School,79,77,,78
16798,Thomas Garcia,M,9th,Cabrera High School,84,75,,79.5
16799,Pamela Webster,F,12th,Cabrera High School,88,91,,89.5
16800,Kyle Nguyen,M,12th,Cabrera High School,97,74,,85.5
16801,Amanda Gibson,F,9th,Cabrera High School,78,89,,83.5
16802,Todd Bowers,M,10th,Cabrera High School,72,81,,76.5
16803,Carrie Richardson,F,10th,Cabrera High School,81,85,,83
16804,Natalie Stewart,F,9th,Cabrera High School,86,72,,79
16805,Robert Mitchell,M,11th,Cabrera High School,86,77,,81.5
16806,Lisa Kennedy,F,12th,Cabrera High School,76,99,,87.5
16807,Eric Padilla,M,9th,Cabrera High School,85,90,,87.5
16808,Mark Miller,M,10th,Cabrera High School,97,80,,88.5
16809,Barry Benton,M,11th,Cabrera High School,92,88,,90
16810,Johnathan Smith,M,9th,Cabrera High School,80,82,,81
16811,Amy Myers,F,11th,Cabrera High School,83,81,,82
16812,Bonnie Griffin,F,11th,Cabrera High School,98,69,,83.5
16813,Philip Holder,M,9th,Cabrera High School,73,77,,75
16814,Dale Davis,M,10th,Cabrera High School,86,87,,86.5
16815,Kenneth Norris,M,11th,Cabrera High School,92,73,,82.5
16816,Jean Rivera,F,11th,Cabrera High School,84,81,,82.5
16817,Caleb Brown,M,12th,Cabrera High School,72,81,,76.5
16818,Jennifer Parker,F,10th,Cabrera High School,88,96,,92
16819,Andrew Ewing,M,12th,Cabrera High School,76,84,,80
16820,Cassie Richardson,F,11th,Cabrera High School,71,80,,75.5
16821,Brian Miles,M,11th,Cabrera High School,98,73,,85.5
16822,Mark Gordon,M,9th,Cabrera High School,73,68,,70.5
16823,Mark Le,M,11th,Cabrera High School,98,85,,91.5
16824,Christopher Hutchinson,M,11th,Cabrera High School,96,89,,92.5
16825,Ashley Roberts,F,9th,Cabrera High School,74,93,,83.5
16826,Ashley Koch,F,11th,Cabrera High School,94,84,,89
16827,Carlos Lozano,M,10th,Cabrera High School,80,72,,76
16828,Carrie Chapman,F,10th,Cabrera High School,94,93,,93.5
16829,Christine Richardson,F,10th,Cabrera High School,77,87,,82
16830,Brandon Kelly,M,10th,Cabrera High School,89,82,,85.5
16831,Robert Terry,M,10th,Cabrera High School,84,79,,81.5
16832,Russell White,M,9th,Cabrera High School,86,93,,89.5
16833,Rachel Johnson,F,10th,Cabrera High School,84,76,,80
16834,Stephen Pham,M,10th,Cabrera High School,98,86,,92
16835,Andrew Lozano,M,11th,Cabrera High School,79,93,,86
16836,Mckenzie Preston,F,12th,Cabrera High School,95,80,,87.5
16837,William Young,M,11th,Cabrera High School,77,99,,88
16838,Amanda Burns,F,12th,Cabrera High School,96,95,,95.5
16839,Jillian Proctor MD,F,10th,Cabrera High School,99,95,,97
16840,Jessica Mccullough,F,12th,Cabrera High School,84,83,,83.5
16841,Stephen Smith,M,11th,Cabrera High School,95,69,,82
16842,Kimberly Walker,F,11th,Cabrera High School,74,99,,86.5
16843,Jeremy Cherry,M,10th,Cabrera High School,98,96,,97
16844,Alexandra Giles,F,12th,Cabrera High School,93,91,,92
16845,Tony Nunez,M,10th,Cabrera High School,76,89,,82.5
16846,Cassandra Ross,F,9th,Cabrera High School,72,94,,83
16847,Frederick Duke,M,9th,Cabrera High School,72,80,,76
16848,Katherine Velazquez,F,9th,Cabrera High School,71,96,,83.5
16849,Jamie Martinez,F,11th,Cabrera High School,95,84,,89.5
16850,Amy Burns,F,12th,Cabrera High School,91,70,,80.5
16851,William Baker,M,11th,Cabrera High School,96,83,,89.5
16852,Paul Medina,M,12th,Cabrera High School,70,83,,76.5
16853,Jessica Foster,F,12th,Cabrera High School,79,74,,76.5
16854,Michael Jacobson,M,10th,Cabrera High School,84,74,,79
16855,Katherine May,F,12th,Cabrera High School,73,94,,83.5
16856,Matthew Walker,M,11th,Cabrera High School,70,99,,84.5
16857,Terri Peterson,F,12th,Cabrera High School,87,73,,80
16858,Zachary Keller,M,9th,Cabrera High School,75,88,,81.5
16859,Lisa Ortiz,F,10th,Cabrera High School,75,80,,77.5
16860,Kimberly Mcdonald,F,9th,Cabrera High School,99,94,,96.5
16861,David Mckee,M,10th,Cabrera High School,69,83,,76
16862,Sarah Allen,F,12th,Cabrera High School,72,77,,74.5
16863,Yvette Jacobson MD,F,10th,Cabrera High School,77,71,,74
16864,Daniel Ortiz,M,10th,Cabrera High School,79,72,,75.5
16865,Jesse Russell,M,11th,Cabrera High School,76,70,,73
16866,Becky Love,F,10th,Cabrera High School,96,94,,95
16867,Kristi Williams,F,10th,Cabrera High School,97,76,,86.5
16868,Richard Mason,M,9th,Cabrera High School,95,97,,96
16869,Katherine Morris,F,9th,Cabrera High School,77,71,,74
16870,Karen English,F,9th,Cabrera High School,80,95,,87.5
16871,Sarah Clark,F,12th,Cabrera High School,75,87,,81
16872,Cheryl Vargas,F,11th,Cabrera High School,97,70,,83.5
16873,Vincent Franklin,M,9th,Cabrera High School,79,70,,74.5
16874,Samantha Thompson,F,9th,Cabrera High School,90,87,,88.5
16875,Rachel Mcdaniel,F,10th,Cabrera High School,85,90,,87.5
16876,Theresa Lopez,F,12th,Cabrera High School,88,99,,93.5
16877,Shirley Bowman,F,9th,Cabrera High School,82,96,,89
16878,Andrew Green,M,11th,Cabrera High School,88,68,,78
16879,Teresa Smith,F,11th,Cabrera High School,70,72,,71
16880,Diane Nolan,F,9th,Cabrera High School,91,98,,94.5
16881,Philip Lara,M,10th,Cabrera High School,99,94,,96.5
16882,Jennifer Ruiz,F,9th,Cabrera High School,86,84,,85
16883,Chase Grant,M,11th,Cabrera High School,95,79,,87
16884,Christian Young,M,11th,Cabrera High School,93,74,,83.5
16885,Tina Elliott,F,12th,Cabrera High School,69,74,,71.5
16886,Ashley Patterson,F,11th,Cabrera High School,79,84,,81.5
16887,Vanessa Robinson,F,9th,Cabrera High School,74,72,,73
16888,Melissa Wright,F,12th,Cabrera High School,75,75,,75
16889,Robert Fuller,M,9th,Cabrera High School,72,87,,79.5
16890,John Young,M,9th,Cabrera High School,90,92,,91
16891,David Crane,M,9th,Cabrera High School,77,93,,85
16892,Kendra Pierce,F,9th,Cabrera High School,73,94,,83.5
16893,Timothy Schaefer,M,11th,Cabrera High School,88,69,,78.5
16894,Matthew Rowe,M,11th,Cabrera High School,77,69,,73
16895,Larry Buchanan,M,12th,Cabrera High School,74,74,,74
16896,Vanessa Strong,F,11th,Cabrera High School,98,84,,91
16897,Jeffery Barr,M,10th,Cabrera High School,75,77,,76
16898,Allison King,F,9th,Cabrera High School,87,68,,77.5
16899,Christopher Olson,M,11th,Cabrera High School,99,69,,84
16900,Heather Orr,F,9th,Cabrera High School,78,93,,85.5
16901,Joshua Saunders,M,12th,Cabrera High School,72,97,,84.5
16902,Isaac Griffith,M,11th,Cabrera High School,78,98,,88
16903,John Reilly,M,10th,Cabrera High School,87,74,,80.5
16904,Rodney Underwood,M,10th,Cabrera High School,82,87,,84.5
16905,Michael Mcdaniel,M,10th,Cabrera High School,88,93,,90.5
16906,Sharon Everett,F,10th,Cabrera High School,97,93,,95
16907,Chelsea Rhodes DVM,F,9th,Cabrera High School,76,89,,82.5
16908,Cynthia Jones,F,11th,Cabrera High School,73,68,,70.5
16909,Robert Brown DVM,M,9th,Cabrera High School,85,99,,92
16910,Sandra Salazar,F,9th,Cabrera High School,82,85,,83.5
16911,Kimberly Schwartz,F,11th,Cabrera High School,87,99,,93
16912,Lawrence Jenkins,M,9th,Cabrera High School,97,91,,94
16913,David Hopkins,M,9th,Cabrera High School,94,94,,94
16914,Barbara Haynes,F,9th,Cabrera High School,82,68,,75
16915,Julie Douglas,F,10th,Cabrera High School,70,79,,74.5
16916,Stephanie Allen,F,9th,Cabrera High School,85,89,,87
16917,Ryan Nichols,M,9th,Cabrera High School,91,87,,89
16918,Wendy Anderson,F,10th,Cabrera High School,98,74,,86
16919,John Wright,M,11th,Cabrera High School,89,72,,80.5
16920,Sherry Clark,F,12th,Cabrera High School,90,77,,83.5
16921,Adam Haley,M,10th,Cabrera High School,85,89,,87
16922,Eric Chen,M,10th,Cabrera High School,99,74,,86.5
16923,Jessica Burgess,F,9th,Cabrera High School,95,69,,82
16924,John King,M,10th,Cabrera High School,71,96,,83.5
16925,William Clayton,M,11th,Cabrera High School,82,94,,88
16926,Maria Brooks DDS,F,9th,Cabrera High School,79,71,,75
16927,Isabel Bryant,F,12th,Cabrera High School,73,82,,77.5
16928,Lauren Baker,F,11th,Cabrera High School,97,80,,88.5
16929,Brandon Howard,M,10th,Cabrera High School,76,68,,72
16930,Anna Clayton,F,11th,Cabrera High School,83,96,,89.5
16931,Kimberly Phillips,F,11th,Cabrera High School,87,88,,87.5
16932,Eric Johnson Jr.,M,9th,Cabrera High School,78,82,,80
16933,Amy Murphy,F,10th,Cabrera High School,74,69,,71.5
16934,Chad Jones,M,10th,Cabrera High School,96,82,,89
16935,Gary Hernandez,M,11th,Cabrera High School,73,94,,83.5
16936,Scott Miller,M,12th,Cabrera High School,75,89,,82
16937,Thomas Santiago,M,11th,Cabrera High School,89,86,,87.5
16938,Stephanie Jackson,F,9th,Cabrera High School,78,99,,88.5
16939,Margaret Bradford,F,9th,Cabrera High School,95,81,,88
16940,Danielle Coleman,F,12th,Cabrera High School,79,73,,76
16941,Kelly Webb PhD,F,9th,Cabrera High School,86,91,,88.5
16942,Eric Norton,M,9th,Cabrera High School,92,89,,90.5
16943,Donna Perez,F,12th,Cabrera High School,89,78,,83.5
16944,William Duncan,M,11th,Cabrera High School,78,68,,73
16945,Lynn Cruz,F,10th,Cabrera High School,96,92,,94
16946,Daniel Harrington,M,12th,Cabrera High School,97,84,,90.5
16947,Larry Wood,M,10th,Cabrera High School,82,84,,83
16948,Alicia May,F,11th,Cabrera High School,71,96,,83.5
16949,Jamie Smith,F,9th,Cabrera High School,98,87,,92.5
16950,Dr. Valerie Chen,F,10th,Cabrera High School,97,82,,89.5
16951,Janet Dixon,F,12th,Cabrera High School,84,71,,77.5
16952,Martin Kelley,M,9th,Cabrera High School,99,90,,94.5
16953,William Thomas,M,9th,Cabrera High School,70,90,,80
16954,Willie Rodriguez,M,9th,Cabrera High School,74,80,,77
16955,Rachel Molina,F,9th,Cabrera High School,96,70,,83
16956,Shannon Morrison,F,9th,Cabrera High School,95,90,,92.5
16957,Jeremiah Mejia,M,12th,Cabrera High School,73,97,,85
16958,Austin Shaw,M,12th,Cabrera High School,86,75,,80.5
16959,Blake Russo,M,12th,Cabrera High School,75,80,,77.5
16960,Krista Jones,F,9th,Cabrera High School,82,70,,76
16961,James Thomas,M,11th,Cabrera High School,86,90,,88
16962,John Wong,M,9th,Cabrera High School,96,78,,87
16963,Mrs. Taylor Martin,F,11th,Cabrera High School,71,92,,81.5
16964,Benjamin May,M,11th,Cabrera High School,82,93,,87.5
16965,Robert York,M,9th,Cabrera High School,87,77,,82
16966,Abigail Hill,F,10th,Cabrera High School,76,91,,83.5
16967,Dr. Andre Casey,M,10th,Cabrera High School,87,90,,88.5
16968,Clifford Hunter,M,12th,Cabrera High School,75,78,,76.5
16969,Jonathan Beck,M,11th,Cabrera High School,95,88,,91.5
16970,Jennifer Kelley,F,11th,Cabrera High School,82,95,,88.5
16971,Mr. Stephen Clements,M,12th,Cabrera High School,88,92,,90
16972,Bradley Williams,M,10th,Cabrera High School,92,97,,94.5
16973,Lindsey Brooks,F,10th,Cabrera High School,76,83,,79.5
16974,Karen Moore,F,11th,Cabrera High School,71,72,,71.5
16975,Jessica Kramer,F,12th,Cabrera High School,93,76,,84.5
16976,April Ward,F,9th,Cabrera High School,87,86,,86.5
16977,Andrew Mendoza,M,10th,Cabrera High School,82,77,,79.5
16978,Michelle Collins,F,9th,Cabrera High School,77,76,,76.5
16979,Jonathan Munoz,M,12th,Cabrera High School,94,83,,88.5
16980,Andrew Lopez,M,11th,Cabrera High School,89,81,,85
16981,William Williams,M,9th,Cabrera High School,93,70,,81.5
16982,Sherry Hopkins,F,9th,Cabrera High School,69,70,,69.5
16983,Julie Stone,F,9th,Cabrera High School,81,94,,87.5
16984,Kevin Morrow MD,M,11th,Cabrera High School,81,84,,82.5
16985,Gregory Perez,M,10th,Cabrera High School,72,72,,72
16986,Julia Johnson,F,11th,Cabrera High School,80,91,,85.5
16987,Colleen Butler,F,9th,Cabrera High School,84,94,,89
16988,Ashlee Navarro,F,9th,Cabrera High School,94,81,,87.5
16989,Joseph Reyes,M,11th,Cabrera High School,81,81,,81
16990,Stephen Moreno,M,10th,Cabrera High School,77,93,,85
16991,Charles Meyers,M,11th,Cabrera High School,79,94,,86.5
16992,James Hayden,M,10th,Cabrera High School,76,78,,77
16993,Kevin Montgomery,M,10th,Cabrera High School,70,78,,74
16994,Linda Wise,F,10th,Cabrera High School,92,92,,92
16995,Timothy Weaver,M,11th,Cabrera High School,73,79,,76
16996,Jasmine Houston,F,9th,Cabrera High School,80,71,,75.5
16997,Allison Ochoa,F,11th,Cabrera High School,86,84,,85
16998,Gregory Lowery,M,11th,Cabrera High School,73,89,,81
16999,Zoe Gaines,F,9th,Cabrera High School,81,88,,84.5
17000,Michael Fletcher,M,11th,Cabrera High School,79,81,,80
17001,Katherine Perez,F,10th,Cabrera High School,92,95,,93.5
17002,Leon Dixon,M,11th,Cabrera High School,70,80,,75
17003,Erin Obrien,F,10th,Cabrera High School,71,97,,84
17004,Debra Fisher,F,10th,Cabrera High School,86,73,,79.5
17005,Blake Peters,M,10th,Cabrera High School,91,90,,90.5
17006,William Waters,M,12th,Cabrera High School,77,73,,75
17007,Timothy Jackson,M,9th,Cabrera High School,93,96,,94.5
17008,Erika Cannon,F,10th,Cabrera High School,96,95,,95.5
17009,Jessica Tucker,F,9th,Cabrera High School,85,81,,83
17010,Mariah Matthews,F,10th,Cabrera High School,96,90,,93
17011,Laura Terrell,F,12th,Cabrera High School,96,97,,96.5
17012,Edward Thompson,M,11th,Cabrera High School,75,91,,83
17013,John Thornton,M,11th,Cabrera High School,87,68,,77.5
